id,text,iso,link,role
no_id,The,O,,
no_id,chivalry,O,,
no_id,of,O,,
no_id,the,O,,
no_id,winning,O,,
no_id,general,O,,
no_id,",",O,,
no_id,the,O,,
no_id,exhaustion,O,,
no_id,of,O,,
no_id,the,O,,
no_id,loser,O,,
no_id,",",O,,
no_id,the,O,,
no_id,less,O,,
no_id,disguised,O,,
no_id,emotions,O,,
no_id,of,O,,
no_id,their,O,,
no_id,retinues,O,,
no_id,",",O,,
no_id,the,O,,
no_id,array,O,,
no_id,of,O,,
no_id,upraised,O,,
no_id,lances,O,,
no_id,",",O,,
no_id,and,O,,
no_id,the,O,,
no_id,burning,O,,
no_id,landscape,O,,
no_id,communicated,O,,
no_id,a,O,,
no_id,profound,O,,
no_id,pathos,O,,
no_id,.,O,,

pl1,Elsewhere,PLACE,"['QSLINK', 'QSLINK']","['landmark', 'landmark']"
no_id,are,O,,
no_id,Velázquez,O,,
no_id,’s,O,,
se2,portraits,SPATIAL_ENTITY,['QSLINK'],['trajector']
no_id,of,O,,
no_id,the,O,,
no_id,high,O,,
no_id,and,O,,
no_id,the,O,,
no_id,mighty,O,,
no_id,",",O,,
no_id,along,O,,
no_id,with,O,,
se43,studies,SPATIAL_ENTITY,['QSLINK'],['trajector']
no_id,of,O,,
no_id,fun,O,,
no_id,-,O,,
no_id,loving,O,,
no_id,",",O,,
no_id,ordinary,O,,
no_id,mortals,O,,
no_id,.,O,,

no_id,Other,O,,
no_id,great,O,,
no_id,works,O,,
no_id,include,O,,
no_id,Las,O,,
no_id,Hilanderas,O,,
no_id,(,O,,
no_id,The,O,,
no_id,Spinners,O,,
no_id,),O,,
no_id,and,O,,
no_id,Los,O,,
no_id,Borrachos,O,,
no_id,(,O,,
no_id,The,O,,
no_id,Drunkards,O,,
no_id,),O,,
no_id,.,O,,

se3,Francisco,SPATIAL_ENTITY,,
se3,de,SPATIAL_ENTITY,,
se3,Goya,SPATIAL_ENTITY,,
no_id,(,O,,
no_id,1746–1828,O,,
no_id,),O,,
no_id,",",O,,
no_id,another,O,,
no_id,court,O,,
no_id,painter,O,,
no_id,",",O,,
no_id,had,O,,
no_id,a,O,,
no_id,tumultuous,O,,
no_id,",",O,,
no_id,wildly,O,,
no_id,varied,O,,
no_id,career,O,,
no_id,",",O,,
no_id,and,O,,
no_id,excellent,O,,
no_id,selections,O,,
no_id,from,O,,
no_id,nearly,O,,
no_id,every,O,,
no_id,phase,O,,
no_id,of,O,,
no_id,it,O,,
no_id,are,O,,
e0,collected,NONMOTION_EVENT,['QSLINK'],['trajector']
s0,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
pl2,Prado,PLACE,['QSLINK'],['landmark']
no_id,",",O,,
pl3,which,PLACE,,
no_id,has,O,,
no_id,the,O,,
no_id,largest,O,,
no_id,Goya,O,,
no_id,ensemble,O,,
no_id,in,O,,
no_id,the,O,,
no_id,world,O,,
no_id,.,O,,

no_id,A,O,,
no_id,philanderer,O,,
no_id,in,O,,
no_id,his,O,,
no_id,youth,O,,
no_id,",",O,,
se4,Goya,SPATIAL_ENTITY,['MOVELINK'],['mover']
m1,fled,MOTION,['MOVELINK'],['trigger']
pl4,Zaragoza,PLACE,,
no_id,in,O,,
no_id,1763,O,,
no_id,for,O,,
no_id,the,O,,
no_id,anonymity,O,,
no_id,of,O,,
pl5,Madrid,PLACE,,
no_id,.,O,,

se5,He,SPATIAL_ENTITY,,
no_id,went,O,,
no_id,on,O,,
no_id,to,O,,
no_id,become,O,,
no_id,the,O,,
no_id,king,O,,
no_id,’s,O,,
no_id,principal,O,,
no_id,artist,O,,
no_id,.,O,,

no_id,Of,O,,
no_id,all,O,,
no_id,the,O,,
pl6,Prado,PLACE,,
no_id,’s,O,,
no_id,paintings,O,,
no_id,",",O,,
no_id,none,O,,
no_id,is,O,,
no_id,more,O,,
no_id,discussed,O,,
no_id,and,O,,
no_id,disputed,O,,
no_id,than,O,,
no_id,La,O,,
no_id,Maja,O,,
no_id,Desnuda,O,,
no_id,(,O,,
no_id,The,O,,
no_id,Naked,O,,
no_id,Maja,O,,
no_id,),O,,
no_id,",",O,,
no_id,one,O,,
no_id,of,O,,
pl7,Spain,PLACE,,
no_id,’s,O,,
no_id,first,O,,
no_id,nudes,O,,
no_id,.,O,,

no_id,Rumors,O,,
no_id,of,O,,
no_id,a,O,,
no_id,scandalous,O,,
no_id,affair,O,,
no_id,between,O,,
se6,Goya,SPATIAL_ENTITY,,
no_id,and,O,,
no_id,the,O,,
no_id,duchess,O,,
no_id,of,O,,
no_id,Alba,O,,
no_id,have,O,,
no_id,long,O,,
no_id,been,O,,
no_id,assumed,O,,
no_id,.,O,,

se7,Goya,SPATIAL_ENTITY,,
no_id,’s,O,,
no_id,most,O,,
no_id,celebrated,O,,
no_id,royal,O,,
no_id,portrait,O,,
no_id,",",O,,
no_id,The,O,,
no_id,Family,O,,
no_id,of,O,,
no_id,Carlos,O,,
no_id,IV,O,,
no_id,",",O,,
no_id,is,O,,
no_id,daringly,O,,
no_id,frank,O,,
no_id,and,O,,
no_id,unflattering,O,,
no_id,;,O,,
no_id,only,O,,
no_id,the,O,,
no_id,royal,O,,
no_id,children,O,,
no_id,look,O,,
no_id,remotely,O,,
no_id,attractive,O,,
no_id,.,O,,

no_id,On,O,,
no_id,still,O,,
no_id,another,O,,
no_id,level,O,,
no_id,",",O,,
no_id,The,O,,
no_id,Executions,O,,
no_id,of,O,,
no_id,the,O,,
no_id,3rd,O,,
no_id,of,O,,
no_id,May,O,,
no_id,",",O,,
no_id,one,O,,
no_id,of,O,,
no_id,history,O,,
no_id,’s,O,,
no_id,most,O,,
no_id,powerful,O,,
no_id,protest,O,,
no_id,pictures,O,,
no_id,",",O,,
no_id,depicts,O,,
no_id,the,O,,
no_id,shooting,O,,
no_id,of,O,,
no_id,Spanish,O,,
no_id,patriots,O,,
no_id,in,O,,
no_id,1808,O,,
no_id,by,O,,
no_id,the,O,,
no_id,French,O,,
no_id,.,O,,

se8,Goya,SPATIAL_ENTITY,['MOVELINK'],['mover']
no_id,witnessed,O,,
no_id,this,O,,
no_id,tragedy,O,,
no_id,of,O,,
no_id,the,O,,
no_id,War,O,,
no_id,of,O,,
no_id,Independence,O,,
no_id,from,O,,
no_id,his,O,,
no_id,cottage,O,,
no_id,",",O,,
no_id,then,O,,
m0,went,MOTION,['MOVELINK'],['trigger']
ms0,to,MOTION_SIGNAL,,
no_id,the,O,,
pl8,scene,PLACE,['MOVELINK'],['goal']
no_id,by,O,,
no_id,moonlight,O,,
no_id,to,O,,
no_id,sketch,O,,
no_id,the,O,,
no_id,victims,O,,
no_id,.,O,,

no_id,New,O,,
no_id,Goya,O,,
pl9,rooms,PLACE,['QSLINK'],['trajector']
s1,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
pl10,Prado,PLACE,['QSLINK'],['landmark']
no_id,were,O,,
no_id,opened,O,,
no_id,in,O,,
no_id,March,O,,
no_id,1999,O,,
no_id,.,O,,

se9,Goya,SPATIAL_ENTITY,,
no_id,’s,O,,
no_id,harrowing,O,,
no_id,“,O,,
se10,black,SPATIAL_ENTITY,['MOVELINK'],['mover']
se10,paintings,SPATIAL_ENTITY,['MOVELINK'],['mover']
no_id,",",O,,
no_id,”,O,,
no_id,done,O,,
no_id,when,O,,
se11,he,SPATIAL_ENTITY,,
no_id,was,O,,
no_id,depressed,O,,
no_id,and,O,,
no_id,going,O,,
no_id,deaf,O,,
no_id,(,O,,
no_id,see,O,,
no_id,Saturn,O,,
no_id,Devouring,O,,
no_id,One,O,,
no_id,of,O,,
no_id,His,O,,
no_id,Sons,O,,
no_id,),O,,
no_id,have,O,,
no_id,been,O,,
m2,moved,MOTION,['MOVELINK'],['trigger']
no_id,",",O,,
no_id,temporarily,O,,
no_id,",",O,,
ms1,from,MOTION_SIGNAL,,
no_id,the,O,,
no_id,ground,O,,
pl11,floor,PLACE,,
ms2,to,MOTION_SIGNAL,,
no_id,the,O,,
no_id,second,O,,
pl12,floor,PLACE,['MOVELINK'],['goal']
no_id,.,O,,

se12,They,SPATIAL_ENTITY,,
no_id,will,O,,
no_id,be,O,,
no_id,a,O,,
no_id,focal,O,,
no_id,point,O,,
no_id,of,O,,
no_id,the,O,,
pl13,Prado,PLACE,,
no_id,’s,O,,
no_id,planned,O,,
no_id,expansion,O,,
no_id,.,O,,

no_id,El,O,,
no_id,Greco,O,,
no_id,(,O,,
no_id,1541–1614,O,,
no_id,),O,,
no_id,was,O,,
e1,born,NONMOTION_EVENT,['QSLINK'],['trajector']
s2,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
pl14,Crete,PLACE,['QSLINK'],['landmark']
no_id,and,O,,
no_id,was,O,,
no_id,long,O,,
no_id,a,O,,
no_id,resident,O,,
no_id,in,O,,
pl15,Italy,PLACE,,
no_id,",",O,,
no_id,but,O,,
no_id,nonetheless,O,,
no_id,became,O,,
no_id,a,O,,
no_id,consummate,O,,
no_id,Spanish,O,,
no_id,painter,O,,
no_id,.,O,,

no_id,He,O,,
e2,worked,NONMOTION_EVENT,['QSLINK'],['trajector']
s3,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
pl16,Toledo,PLACE,['QSLINK'],['landmark']
no_id,",",O,,
no_id,his,O,,
no_id,adopted,O,,
no_id,city,O,,
no_id,",",O,,
no_id,for,O,,
no_id,37,O,,
no_id,years,O,,
no_id,",",O,,
no_id,toiling,O,,
no_id,away,O,,
no_id,at,O,,
no_id,the,O,,
no_id,immense,O,,
no_id,and,O,,
no_id,intensely,O,,
no_id,personal,O,,
no_id,religious,O,,
no_id,canvases,O,,
no_id,that,O,,
no_id,are,O,,
no_id,his,O,,
no_id,hallmark,O,,
no_id,.,O,,

no_id,Asymmetrical,O,,
no_id,compositions,O,,
no_id,and,O,,
no_id,a,O,,
no_id,mystical,O,,
no_id,mood,O,,
no_id,of,O,,
no_id,ecstasy,O,,
no_id,typify,O,,
no_id,his,O,,
no_id,work,O,,
no_id,.,O,,

no_id,Knight,O,,
no_id,with,O,,
no_id,his,O,,
no_id,Hand,O,,
no_id,on,O,,
no_id,Chest,O,,
no_id,",",O,,
no_id,an,O,,
no_id,early,O,,
no_id,portrait,O,,
no_id,",",O,,
no_id,is,O,,
no_id,realistic,O,,
no_id,and,O,,
no_id,alive,O,,
no_id,",",O,,
no_id,a,O,,
no_id,study,O,,
no_id,of,O,,
no_id,a,O,,
no_id,deep,O,,
no_id,-,O,,
no_id,eyed,O,,
no_id,",",O,,
no_id,bearded,O,,
no_id,caballero,O,,
no_id,(,O,,
no_id,gentleman,O,,
no_id,),O,,
no_id,in,O,,
no_id,black,O,,
no_id,.,O,,

no_id,It,O,,
no_id,is,O,,
no_id,signed,O,,
no_id,",",O,,
no_id,in,O,,
no_id,Greek,O,,
no_id,letters,O,,
no_id,",",O,,
no_id,“,O,,
no_id,Domenikos,O,,
no_id,Theotokopoulos,O,,
no_id,",",O,,
no_id,”,O,,
no_id,the,O,,
no_id,artist,O,,
no_id,’s,O,,
no_id,real,O,,
no_id,name,O,,
no_id,.,O,,

no_id,The,O,,
pl17,Prado,PLACE,,
no_id,is,O,,
no_id,also,O,,
no_id,well,O,,
no_id,supplied,O,,
no_id,with,O,,
no_id,El,O,,
no_id,Greco,O,,
no_id,’s,O,,
no_id,passionately,O,,
no_id,colored,O,,
no_id,religious,O,,
no_id,paintings,O,,
no_id,",",O,,
no_id,such,O,,
no_id,as,O,,
no_id,Adoration,O,,
no_id,of,O,,
no_id,the,O,,
no_id,Shepherds,O,,
no_id,.,O,,

no_id,Felipe,O,,
no_id,II,O,,
no_id,did,O,,
no_id,n’t,O,,
no_id,care,O,,
no_id,for,O,,
no_id,El,O,,
no_id,Greco,O,,
no_id,’s,O,,
no_id,revolutionary,O,,
no_id,style,O,,
no_id,",",O,,
no_id,and,O,,
no_id,later,O,,
no_id,critics,O,,
no_id,wondered,O,,
no_id,whether,O,,
no_id,his,O,,
no_id,elongated,O,,
no_id,figures,O,,
no_id,were,O,,
no_id,the,O,,
no_id,result,O,,
no_id,of,O,,
no_id,myopia,O,,
no_id,",",O,,
no_id,but,O,,
no_id,his,O,,
no_id,mystical,O,,
no_id,masterpieces,O,,
no_id,live,O,,
no_id,on,O,,
no_id,.,O,,

no_id,Francisco,O,,
no_id,de,O,,
no_id,Zurbarán,O,,
no_id,(,O,,
no_id,1598–1664,O,,
no_id,),O,,
no_id,",",O,,
no_id,a,O,,
no_id,member,O,,
no_id,of,O,,
no_id,the,O,,
no_id,Seville,O,,
no_id,school,O,,
no_id,",",O,,
no_id,combined,O,,
no_id,mysticism,O,,
no_id,and,O,,
no_id,realism,O,,
no_id,and,O,,
no_id,was,O,,
no_id,a,O,,
no_id,master,O,,
no_id,of,O,,
no_id,light,O,,
no_id,.,O,,

no_id,His,O,,
no_id,greatest,O,,
no_id,works,O,,
no_id,are,O,,
no_id,of,O,,
no_id,mythological,O,,
no_id,",",O,,
no_id,religious,O,,
no_id,and,O,,
no_id,historic,O,,
no_id,themes,O,,
no_id,.,O,,

no_id,His,O,,
no_id,deeply,O,,
no_id,religious,O,,
no_id,monks,O,,
no_id,",",O,,
no_id,priests,O,,
no_id,",",O,,
no_id,and,O,,
no_id,saints,O,,
no_id,are,O,,
no_id,painted,O,,
no_id,in,O,,
no_id,flowing,O,,
no_id,robes,O,,
no_id,with,O,,
no_id,almost,O,,
no_id,tangible,O,,
no_id,textures,O,,
no_id,.,O,,

no_id,The,O,,
pl18,Prado,PLACE,,
no_id,owns,O,,
no_id,his,O,,
no_id,strained,O,,
no_id,but,O,,
no_id,fascinating,O,,
no_id,battle,O,,
no_id,picture,O,,
no_id,",",O,,
no_id,The,O,,
no_id,Defense,O,,
no_id,of,O,,
no_id,Cádiz,O,,
no_id,against,O,,
no_id,the,O,,
no_id,English,O,,
no_id,",",O,,
no_id,and,O,,
no_id,the,O,,
no_id,rarer,O,,
no_id,Still,O,,
no_id,Life,O,,
no_id,of,O,,
no_id,a,O,,
no_id,goblet,O,,
no_id,",",O,,
no_id,two,O,,
no_id,vases,O,,
no_id,",",O,,
no_id,and,O,,
no_id,a,O,,
no_id,pot,O,,
no_id,emerging,O,,
no_id,from,O,,
no_id,a,O,,
no_id,black,O,,
no_id,background,O,,
no_id,.,O,,

no_id,Bartolomé,O,,
no_id,Murillo,O,,
no_id,(,O,,
no_id,1617–1682,O,,
no_id,),O,,
no_id,",",O,,
no_id,Spain,O,,
no_id,’s,O,,
no_id,most,O,,
no_id,popular,O,,
no_id,religious,O,,
no_id,artist,O,,
no_id,of,O,,
no_id,his,O,,
no_id,time,O,,
no_id,",",O,,
no_id,depicted,O,,
no_id,revered,O,,
no_id,Biblical,O,,
no_id,personalities,O,,
no_id,at,O,,
no_id,ease,O,,
no_id,.,O,,

no_id,His,O,,
no_id,tender,O,,
no_id,scenes,O,,
no_id,",",O,,
no_id,as,O,,
no_id,well,O,,
no_id,as,O,,
no_id,classical,O,,
no_id,religious,O,,
no_id,works,O,,
no_id,with,O,,
no_id,soaring,O,,
no_id,angels,O,,
no_id,",",O,,
no_id,brought,O,,
no_id,Murillo,O,,
no_id,international,O,,
no_id,fame,O,,
no_id,",",O,,
no_id,although,O,,
no_id,detractors,O,,
no_id,label,O,,
no_id,his,O,,
no_id,later,O,,
no_id,work,O,,
no_id,mawkish,O,,
no_id,and,O,,
no_id,saccharine,O,,
no_id,.,O,,

no_id,José,O,,
no_id,Ribera,O,,
no_id,(,O,,
no_id,c.,O,,
no_id,1591–1652,O,,
no_id,),O,,
e3,spent,NONMOTION_EVENT,['QSLINK'],['trajector']
no_id,much,O,,
no_id,of,O,,
no_id,his,O,,
no_id,life,O,,
s4,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
pl19,Italy,PLACE,['QSLINK'],['landmark']
no_id,",",O,,
no_id,where,O,,
no_id,the,O,,
no_id,Valencia,O,,
no_id,-,O,,
no_id,born,O,,
no_id,artist,O,,
no_id,was,O,,
no_id,known,O,,
no_id,as,O,,
no_id,lo,O,,
no_id,Spagnoletto,O,,
no_id,(,O,,
no_id,the,O,,
no_id,little,O,,
no_id,Spaniard,O,,
no_id,),O,,
no_id,.,O,,

no_id,His,O,,
no_id,portraits,O,,
no_id,of,O,,
no_id,saints,O,,
no_id,",",O,,
no_id,hermits,O,,
no_id,",",O,,
no_id,and,O,,
no_id,martyrs,O,,
no_id,reveal,O,,
no_id,impeccable,O,,
no_id,drawing,O,,
no_id,skills,O,,
no_id,",",O,,
no_id,composition,O,,
no_id,",",O,,
no_id,and,O,,
no_id,keen,O,,
no_id,exploitation,O,,
no_id,of,O,,
no_id,light,O,,
no_id,and,O,,
no_id,shadow,O,,
no_id,.,O,,

no_id,Dutch,O,,
no_id,and,O,,
no_id,Flemish,O,,
no_id,:,O,,
no_id,Hieronymus,O,,
no_id,Bosch,O,,
no_id,(,O,,
no_id,c.,O,,
no_id,1450–1516,O,,
no_id,),O,,
no_id,",",O,,
no_id,whom,O,,
no_id,the,O,,
no_id,Spanish,O,,
no_id,call,O,,
no_id,El,O,,
no_id,Bosco,O,,
no_id,",",O,,
no_id,has,O,,
no_id,three,O,,
se13,masterpieces,SPATIAL_ENTITY,['QSLINK'],['trajector']
s5,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
pl20,Prado,PLACE,['QSLINK'],['landmark']
no_id,",",O,,
no_id,including,O,,
no_id,a,O,,
no_id,large,O,,
se14,triptych,SPATIAL_ENTITY,,
no_id,called,O,,
se15,The,SPATIAL_ENTITY,,
se15,Garden,SPATIAL_ENTITY,,
se15,of,SPATIAL_ENTITY,,
se15,Earthly,SPATIAL_ENTITY,,
se15,Delights,SPATIAL_ENTITY,,
no_id,.,O,,

no_id,Daringly,O,,
no_id,mixing,O,,
no_id,erotic,O,,
no_id,fantasies,O,,
no_id,and,O,,
no_id,apocalyptic,O,,
no_id,nightmares,O,,
no_id,",",O,,
se16,it,SPATIAL_ENTITY,,
no_id,portrays,O,,
no_id,the,O,,
no_id,terrors,O,,
no_id,and,O,,
no_id,superstitions,O,,
no_id,of,O,,
no_id,the,O,,
no_id,medieval,O,,
no_id,peasant,O,,
no_id,mind,O,,
no_id,.,O,,

no_id,Bosch,O,,
no_id,’s,O,,
no_id,wild,O,,
no_id,hallucinations,O,,
no_id,presage,O,,
no_id,similar,O,,
no_id,psychological,O,,
no_id,explorations,O,,
no_id,400,O,,
no_id,years,O,,
no_id,later,O,,
no_id,by,O,,
no_id,Salvador,O,,
no_id,Dalí,O,,
no_id,.,O,,

no_id,Peter,O,,
no_id,Paul,O,,
no_id,Rubens,O,,
no_id,(,O,,
no_id,1577–1640,O,,
no_id,),O,,
no_id,",",O,,
no_id,of,O,,
no_id,noble,O,,
no_id,ancestry,O,,
no_id,",",O,,
no_id,pursued,O,,
no_id,a,O,,
no_id,career,O,,
no_id,as,O,,
no_id,a,O,,
no_id,diplomat,O,,
no_id,as,O,,
no_id,well,O,,
no_id,as,O,,
no_id,an,O,,
no_id,artist,O,,
no_id,.,O,,

no_id,The,O,,
no_id,prolific,O,,
no_id,Rubens,O,,
no_id,is,O,,
no_id,represented,O,,
no_id,by,O,,
no_id,dozens,O,,
no_id,of,O,,
se17,paintings,SPATIAL_ENTITY,['QSLINK'],['trajector']
s6,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
pl21,Prado,PLACE,['QSLINK'],['landmark']
no_id,.,O,,

no_id,Of,O,,
no_id,particular,O,,
no_id,note,O,,
no_id,is,O,,
no_id,the,O,,
no_id,huge,O,,
se18,Adoration,SPATIAL_ENTITY,,
se18,of,SPATIAL_ENTITY,,
se18,the,SPATIAL_ENTITY,,
se18,Magi,SPATIAL_ENTITY,,
no_id,",",O,,
no_id,a,O,,
no_id,brilliant,O,,
no_id,religious,O,,
no_id,extravaganza,O,,
no_id,",",O,,
no_id,and,O,,
se19,The,SPATIAL_ENTITY,,
se19,Three,SPATIAL_ENTITY,,
se19,Graces,SPATIAL_ENTITY,,
no_id,",",O,,
no_id,a,O,,
no_id,portrait,O,,
no_id,of,O,,
no_id,fleshy,O,,
no_id,nudes,O,,
no_id,with,O,,
no_id,an,O,,
no_id,equally,O,,
no_id,lush,O,,
no_id,landscape,O,,
no_id,.,O,,

no_id,The,O,,
no_id,blonde,O,,
no_id,on,O,,
no_id,the,O,,
no_id,left,O,,
no_id,is,O,,
no_id,said,O,,
no_id,to,O,,
no_id,be,O,,
no_id,Rubens,O,,
no_id,’s,O,,
no_id,second,O,,
no_id,wife,O,,
no_id,",",O,,
no_id,Helena,O,,
no_id,.,O,,

no_id,The,O,,
no_id,greatest,O,,
no_id,work,O,,
no_id,of,O,,
no_id,Rogier,O,,
no_id,van,O,,
no_id,der,O,,
no_id,Weyden,O,,
no_id,(,O,,
no_id,c.,O,,
no_id,1400,O,,
no_id,–,O,,
no_id,1464,O,,
no_id,),O,,
no_id,",",O,,
no_id,Descent,O,,
no_id,From,O,,
no_id,the,O,,
no_id,Cross,O,,
no_id,",",O,,
no_id,an,O,,
no_id,altarpiece,O,,
no_id,",",O,,
no_id,should,O,,
no_id,not,O,,
no_id,be,O,,
no_id,missed,O,,
no_id,.,O,,

no_id,Italian,O,,
no_id,:,O,,
no_id,Titian,O,,
no_id,(,O,,
no_id,c.,O,,
no_id,1490–1576,O,,
no_id,),O,,
no_id,is,O,,
no_id,represented,O,,
no_id,by,O,,
no_id,several,O,,
no_id,paintings,O,,
no_id,",",O,,
no_id,one,O,,
no_id,of,O,,
no_id,the,O,,
no_id,greatest,O,,
no_id,of,O,,
no_id,which,O,,
no_id,is,O,,
no_id,the,O,,
no_id,Portrait,O,,
no_id,of,O,,
no_id,the,O,,
no_id,Emperor,O,,
no_id,Carlos,O,,
no_id,V.,O,,
no_id,Depicting,O,,
no_id,Titian,O,,
no_id,’s,O,,
no_id,patron,O,,
no_id,in,O,,
no_id,armor,O,,
no_id,",",O,,
no_id,on,O,,
no_id,horseback,O,,
no_id,at,O,,
no_id,the,O,,
no_id,battle,O,,
no_id,of,O,,
no_id,Mühlberg,O,,
no_id,",",O,,
no_id,it,O,,
no_id,set,O,,
no_id,the,O,,
no_id,standard,O,,
no_id,for,O,,
no_id,court,O,,
no_id,painters,O,,
no_id,over,O,,
no_id,the,O,,
no_id,next,O,,
no_id,century,O,,
no_id,.,O,,

no_id,Titian,O,,
no_id,also,O,,
no_id,produced,O,,
no_id,religious,O,,
no_id,works,O,,
no_id,",",O,,
no_id,but,O,,
no_id,seemed,O,,
no_id,to,O,,
no_id,have,O,,
no_id,no,O,,
no_id,difficulty,O,,
no_id,changing,O,,
no_id,gears,O,,
no_id,to,O,,
no_id,the,O,,
no_id,downright,O,,
no_id,lascivious,O,,
no_id,:,O,,
no_id,Baccanal,O,,
no_id,is,O,,
no_id,about,O,,
no_id,as,O,,
no_id,far,O,,
no_id,as,O,,
no_id,an,O,,
no_id,orgy,O,,
no_id,can,O,,
no_id,go,O,,
no_id,within,O,,
no_id,the,O,,
no_id,bounds,O,,
no_id,of,O,,
no_id,a,O,,
no_id,museum,O,,
no_id,.,O,,

no_id,The,O,,
se20,collection,SPATIAL_ENTITY,"['QSLINK', 'MOVELINK', 'MOVELINK']","['trajector', 'mover', 'mover']"
no_id,of,O,,
no_id,paintings,O,,
no_id,by,O,,
no_id,Raphael,O,,
no_id,(,O,,
no_id,1483–1520,O,,
no_id,),O,,
s7,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
pl22,Prado,PLACE,['QSLINK'],['landmark']
no_id,was,O,,
no_id,once,O,,
m3,kidnapped,MOTION,['MOVELINK'],['trigger']
no_id,by,O,,
no_id,Napoleon,O,,
no_id,and,O,,
m4,carted,MOTION,['MOVELINK'],['trigger']
no_id,off,O,,
ms3,to,MOTION_SIGNAL,,
pl23,Paris,PLACE,['MOVELINK'],['goal']
no_id,",",O,,
no_id,though,O,,
no_id,soon,O,,
no_id,recovered,O,,
no_id,.,O,,

no_id,Centuries,O,,
no_id,of,O,,
no_id,investigation,O,,
no_id,have,O,,
no_id,failed,O,,
no_id,to,O,,
no_id,uncover,O,,
no_id,the,O,,
no_id,identity,O,,
no_id,of,O,,
no_id,The,O,,
no_id,Cardinal,O,,
no_id,",",O,,
no_id,Raphael,O,,
no_id,’s,O,,
no_id,explosive,O,,
no_id,character,O,,
no_id,study,O,,
no_id,of,O,,
no_id,a,O,,
no_id,subject,O,,
no_id,with,O,,
no_id,fishy,O,,
no_id,eyes,O,,
no_id,",",O,,
no_id,aqualine,O,,
no_id,nose,O,,
no_id,",",O,,
no_id,and,O,,
no_id,cool,O,,
